POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,RDNMADR_NM
배내골유원지,일반유원지/일반놀이공원,울산광역시,울주군,상북면,이천리,배내로
백로주유원지,일반유원지/일반놀이공원,경기도,포천시,영중면,금주리,호국로
백운계곡국민관광지,일반유원지/일반놀이공원,경기도,포천시,이동면,도평리,포화로
백운정유원지,일반유원지/일반놀이공원,경상북도,안동시,임하면,천전리,임하길
범안산유원지,일반유원지/일반놀이공원,강원특별자치도,화천군,사내면,광덕리,포화로
벨파크,일반유원지/일반놀이공원,강원특별자치도,양구군,방산면,천미리,
부강약수장유원지,일반유원지/일반놀이공원,세종특별자치시,,부강면,문곡리,
북촌돌하르방공원,일반유원지/일반놀이공원,제주특별자치도,제주시,조천읍,북촌리,북촌서1길
붕어섬유원지,일반유원지/일반놀이공원,강원특별자치도,화천군,화천읍,하리,
사기동굴유원지,일반유원지/일반놀이공원,경기도,고양시 덕양구,효자동,,
사동유원지,일반유원지/일반놀이공원,충청북도,단양군,대강면,사동리,
사미정유원지,일반유원지/일반놀이공원,경상북도,봉화군,법전면,소천리,
사정유원지,일반유원지/일반놀이공원,충청남도,논산시,벌곡면,사정리,
산장관광지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,
삼문송림유원지,일반유원지/일반놀이공원,경상남도,밀양시,삼문동,,
삼산장천유원지,일반유원지/일반놀이공원,강원특별자치도,강릉시,연곡면,삼산리,
삼천동유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,삼천동,,
삼탄유원지,일반유원지/일반놀이공원,충청북도,충주시,산척면,명서리,
삼포유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,신동면,혈동리,
상동빈지소유원지,일반유원지/일반놀이공원,경상남도,밀양시,상동면,안인리,
상보안유원지,일반유원지/일반놀이공원,대전광역시,서구,흑석동,,
상수도유원지,일반유원지/일반놀이공원,충청남도,공주시,금학동,,
상촌유원지,일반유원지/일반놀이공원,경기도,양평군,강상면,대석리,
새밭유원지,일반유원지/일반놀이공원,충청북도,단양군,가곡면,어의곡리,
새천년해안유원지,일반유원지/일반놀이공원,강원특별자치도,삼척시,교동,,새천년도로
샘터유원지,일반유원지/일반놀이공원,경기도,연천군,연천읍,동막리,
샛골가든유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,남산면,백양리,
서귀포유람선,일반관광지,제주특별자치도,서귀포시,서홍동,,남성중로
서운동산유원지,일반유원지/일반놀이공원,경기도,포천시,내촌면,마명리,내진로9번길
서원곡유원지,일반유원지/일반놀이공원,경상남도,창원시 마산합포구,교방동,,서원곡1길
선녀탕유원지,일반유원지/일반놀이공원,경기도,가평군,북면,도대리,가화로
섬강유원지,일반유원지/일반놀이공원,강원특별자치도,횡성군,횡성읍,읍하리,
섭새강변유원지,일반유원지/일반놀이공원,강원특별자치도,영월군,영월읍,삼옥리,
세리월드,일반유원지/일반놀이공원,제주특별자치도,서귀포시,법환동,,법환상로2번길
소금강유원지,일반유원지/일반놀이공원,강원특별자치도,강릉시,연곡면,삼산리,
소리산유원지,일반유원지/일반놀이공원,경기도,양평군,단월면,석산리,석산로
소요산유원지,일반유원지/일반놀이공원,경기도,동두천시,상봉암동,,평화로2910번길
솔밭유원지,일반유원지/일반놀이공원,강원특별자치도,인제군,인제읍,덕적리,
솔밭유원지,일반유원지/일반놀이공원,강원특별자치도,인제군,상남면,하남리,내린천로
솔잎동산,일반유원지/일반놀이공원,경상남도,고성군,삼산면,병산리,
솜반내,일반유원지/일반놀이공원,제주특별자치도,서귀포시,서홍동,,서홍로
아암도해안공원,일반유원지/일반놀이공원,인천광역시,연수구,송도동,,아암대로
송추유원지,일반유원지/일반놀이공원,경기도,양주시,장흥면,울대리,
쇠목소유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,내촌면,화상대리,
소래습지생태공원,일반유원지/일반놀이공원,인천광역시,남동구,논현동,,
수산유원지,일반유원지/일반놀이공원,제주특별자치도,제주시,애월읍,수산리,
수산유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,서면,모곡리,
수성랜드,일반유원지/일반놀이공원,대구광역시,수성구,상동,,무학로
수통골유원지,일반유원지/일반놀이공원,대전광역시,유성구,계산동,,
수항계곡유원지,일반유원지/일반놀이공원,강원특별자치도,평창군,진부면,수항리,
신선대유원지,일반유원지/일반놀이공원,부산광역시,남구,용당동,,
신선대유원지,일반유원지/일반놀이공원,경기도,포천시,영북면,산정리,우물목길
신천지파크랜드,일반유원지/일반놀이공원,전라남도,순천시,서면,구상리,
신흥레저타운,일반유원지/일반놀이공원,경기도,양주시,장흥면,일영리,유원지로
심원정유원지,일반유원지/일반놀이공원,경상남도,함양군,안의면,하원리,용추계곡로
심천유원지,일반유원지/일반놀이공원,충청북도,영동군,심천면,고당리,
아래초시유원지,일반유원지/일반놀이공원,강원특별자치도,강릉시,연곡면,송림리,
안양예술공원,일반유원지/일반놀이공원,경기도,안양시 만안구,석수동,,
암산유원지,일반유원지/일반놀이공원,경상북도,안동시,남후면,광음리,
압록유원지,일반유원지/일반놀이공원,전라남도,곡성군,죽곡면,하한리,섬진강로
약사계곡유원지,일반유원지/일반놀이공원,경기도,포천시,이동면,도평리,금강로
어린농부딸기체험,관광농원/허브마을,경기도,양평군,양서면,양수리,
양촌유원지,일반유원지/일반놀이공원,충청남도,논산시,양촌면,인천리,이메길
어섬레저휴양지,일반유원지/일반놀이공원,경기도,화성시,송산면,고포리,어섬길153번길
얼음골유원지,일반유원지/일반놀이공원,충청북도,제천시,수산면,능강리,옥순봉로12길
연화산유원지,일반유원지/일반놀이공원,강원특별자치도,태백시,백산동,,
영덕해맞이공원,일반유원지/일반놀이공원,경상북도,영덕군,영덕읍,대탄리,
영신유원지,일반유원지/일반놀이공원,경상북도,문경시,흥덕동,,
예당호관광공원,일반유원지/일반놀이공원,충청남도,예산군,응봉면,후사리,예당관광로
예천상수도유원지,일반유원지/일반놀이공원,경상북도,예천군,예천읍,백전리,용문경천로
오남리팔현유원지,일반유원지/일반놀이공원,경기도,남양주시,오남읍,팔현리,
오리나무유원지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,청우산1길
옥계유원지,일반유원지/일반놀이공원,경상북도,영덕군,달산면,옥계리,팔각산로
옥계유원지매표소,관광안내소/매표소,경상북도,영덕군,달산면,옥계리,
옥녀탕유원지,일반유원지/일반놀이공원,강원특별자치도,화천군,사내면,광덕리,포화로
옥포랜드,일반유원지/일반놀이공원,경상남도,거제시,옥포동,,
용산가든유원지,일반유원지/일반놀이공원,경상남도,거창군,가북면,용산리,가북로
용유담유원지,일반유원지/일반놀이공원,경상남도,함양군,휴천면,문정리,
우이동유원지,일반유원지/일반놀이공원,서울특별시,강북구,우이동,,삼양로181길
운길산유원지,일반유원지/일반놀이공원,경기도,남양주시,조안면,진중리,
운일암반일암,일반유원지/일반놀이공원,전라북도,진안군,주천면,주양리,
울돌목놀이동산,일반유원지/일반놀이공원,전라남도,진도군,군내면,둔전리,
웅포관광공원,일반유원지/일반놀이공원,전라북도,익산시,웅포면,웅포리,강변로
원도봉유원지,일반유원지/일반놀이공원,경기도,의정부시,호원동,,망월로28번길
월미도,일반유원지/일반놀이공원,인천광역시,중구,북성동1가,,
월천유원지,일반유원지/일반놀이공원,강원특별자치도,삼척시,원덕읍,월천리,
위너스카트클럽,일반유원지/일반놀이공원,제주특별자치도,서귀포시,표선면,하천리,일주동로
위도유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,서면,신매리,신매강변길
유니온승마훈련원,일반유원지/일반놀이공원,경기도,하남시,미사동,,
유동둔치휴양지,일반유원지/일반놀이공원,강원특별자치도,평창군,평창읍,유동리,
유원지,일반유원지/일반놀이공원,강원특별자치도,홍천군,영귀미면,덕치리,
육림랜드,일반유원지/일반놀이공원,강원특별자치도,춘천시,사농동,,영서로
은파유원지,일반유원지/일반놀이공원,전라북도,군산시,미룡동,,
은항아리유원지,일반유원지/일반놀이공원,경기도,남양주시,오남읍,팔현리,팔현로175번길
의암유원지,일반유원지/일반놀이공원,강원특별자치도,춘천시,신동면,의암리,
일영유원지,일반유원지/일반놀이공원,경기도,양주시,장흥면,삼상리,일영로502번길
임진강유원지,일반유원지/일반놀이공원,경기도,연천군,군남면,남계리,남계로240번길
자양보유원지,일반유원지/일반놀이공원,경상남도,산청군,시천면,사리,
작약도유원지,일반유원지/일반놀이공원,인천광역시,동구,만석동,,물치로
장사바위유원지,일반유원지/일반놀이공원,경기도,가평군,북면,도대리,가화로
장신유원지,일반유원지/일반놀이공원,강원특별자치도,고성군,간성읍,장신리,소똥령마을길
장평유원지,일반유원지/일반놀이공원,대전광역시,서구,흑석동,,
장흥관광지,일반유원지/일반놀이공원,경기도,양주시,장흥면,석현리,
재동유원지,일반유원지/일반놀이공원,강원특별자치도,삼척시,근덕면,교가리,삼척로
전북리유원지,일반유원지/일반놀이공원,경기도,여주시,산북면,용담리,금사로
점곡상수유원지,일반유원지/일반놀이공원,경상북도,의성군,점곡면,동변리,동변길
구계등유원지,일반유원지/일반놀이공원,전라남도,완도군,완도읍,중도리,구계등길
정지터유원지,일반유원지/일반놀이공원,경기도,양평군,서종면,수입리,
죽도공원,일반유원지/일반놀이공원,부산광역시,해운대구,송정동,,송정해변로
죽도유원지,일반유원지/일반놀이공원,전라북도,진안군,상전면,수동리,
지산유원지,일반유원지/일반놀이공원,광주광역시,동구,지산동,,
드들강솔밭유원지,일반유원지/일반놀이공원,전라남도,나주시,남평읍,남석리,
지장산유원지,일반유원지/일반놀이공원,경기도,포천시,관인면,중리,
진부령유원지,일반유원지/일반놀이공원,강원특별자치도,고성군,간성읍,진부리,진부령유원지길
