POI_NM,CL_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,RDNMADR_NM
중평솔밭,일반관광지,경상북도,청송군,파천면,중평리,
송학서원,서원/향교/서당,경상북도,청송군,안덕면,장전리,석정길
장대서원,서원/향교/서당,경상북도,의성군,봉양면,장대리,장대1길
충혼탑,비/탑/문/각,경상북도,청송군,청송읍,금곡리,현충로
왕지마을벚꽃길,일반관광지,경상남도,남해군,설천면,노량리,
파주임진각수풀누리,일반관광지,경기도,파주시,문산읍,마정리,
제부도빨간등대,일반관광지,경기도,화성시,서신면,제부리,해안길
매바위,일반관광지,경기도,화성시,서신면,제부리,해안길
제부도워터워크,일반관광지,경기도,화성시,서신면,송교리,
천북폐목장청보리밭,일반관광지,충청남도,보령시,천북면,하만리,천광로
한래소담,팜스테이,경상북도,안동시,태화동,,서부시장2길
더채라이브러리,팜스테이,서울특별시,종로구,통의동,,
모꼬지,팜스테이,서울특별시,종로구,혜화동,,혜화로16길
상현재,팜스테이,경상북도,경주시,황남동,,포석로
풍남덕수궁,팜스테이,전라북도,전주시 완산구,풍남동3가,,최명희길
대동고택,팜스테이,전라북도,전주시 완산구,태평동,,대동로
예린당바이버틀러리,팜스테이,서울특별시,종로구,체부동,,자하문로5가길
채원당바이버틀러리,팜스테이,서울특별시,종로구,옥인동,,자하문로19길
이화마을,팜스테이,서울특별시,종로구,동숭동,,이화장길
대청도옥죽동해안사구,일반관광지,인천광역시,옹진군,대청면,대청리,대청북로
옥전자연휴양림,휴양림/수목원,충청북도,제천시,봉양읍,옥전리,옥전길
충주댐벚꽃길,일반관광지,충청북도,충주시,동량면,조동리,
임영고택,팜스테이,강원특별자치도,강릉시,홍제동,,홍제로19번길
에스이클럽관광농원,관광농원/허브마을,충청남도,태안군,이원면,내리,꾸지나무길
락고재북촌빈관,팜스테이,서울특별시,종로구,가회동,,북촌로11가길
비자인한옥,팜스테이,서울특별시,은평구,진관동,,연서로50길
아늑한옥,팜스테이,전라남도,순천시,교량동,,교량2길
오늘,팜스테이,전라북도,전주시 완산구,교동,,향교길
오늘도묘한밤,팜스테이,전라북도,전주시 완산구,풍남동3가,,최명희길
느루초당,팜스테이,강원특별자치도,강릉시,초당동,,초당원길
속초아이,테마공원/대형놀이공원,강원특별자치도,속초시,조양동,,청호해안길
영랑호수윗길,일반관광지,강원특별자치도,속초시,장사동,,
대포항전망대,일반관광지,강원특별자치도,속초시,대포동,,대포항1길
도째비골해랑전망대,일반관광지,강원특별자치도,동해시,묵호진동,,
산수유마을,일반관광지,전라남도,구례군,산동면,위안리,산수유꽃길로
국립용지봉자연휴양림,휴양림/수목원,경상남도,김해시,대청동,,대청계곡길
피나클랜드수선화튤립축제,지역축제,충청남도,아산시,영인면,월선리,
거제맹종대나무축제,지역축제,경상남도,거제시,하청면,실전리,
주산벚꽃축제,지역축제,충청남도,보령시,주산면,동오리,보령호로
명진책대여점,드라마/영화촬영지,전라북도,전주시 완산구,서서학동,,서학3길
한벽터널,드라마/영화촬영지,전라북도,전주시 완산구,교동,,기린대로
안동하회마을,팜스테이,경상북도,안동시,풍천면,하회리,전서로
대왕수천예래생태공원,일반관광지,제주특별자치도,서귀포시,상예동,,
몰랑뜰정원,일반관광지,경상남도,하동군,청암면,상이리,깊은골길
산양큰엉곶,일반관광지,제주특별자치도,제주시,한경면,청수리,연명로
푸른숲이엔티,일반관광지,경기도,동두천시,탑동동,,천보산로
먹점골마을,일반관광지,경상남도,하동군,하동읍,흥룡리,매화골먹점길
소래해넘이전망대,일반관광지,인천광역시,남동구,논현동,,아암대로
에코어드벤처,테마공원/대형놀이공원,경기도,의왕시,월암동,,왕송못동로
바운스슈퍼파크,테마공원/대형놀이공원,경기도,하남시,망월동,,미사강변한강로
마산소하천벚꽃거리,먹거리/패션거리,경상남도,창원시 마산합포구,월남동3가,,
하동십리벚꽃길,먹거리/패션거리,경상남도,하동군,화개면,삼신리,
대봉스카이랜드,유명관광지,경상남도,함양군,병곡면,광평리,
비응마파지길,일반관광지,전라북도,군산시,비응도동,,외항로
달빛정원,팜스테이,전라남도,영암군,군서면,월곡리,월암길
설연하,팜스테이,서울특별시,은평구,진관동,,
완주전통문화공원,테마공원/대형놀이공원,전라북도,완주군,고산면,소향리,대아저수로
월아산숲속의진주월아산자연휴양림,휴양림/수목원,경상남도,진주시,진성면,동산리,달음산로
충장사,유명사적/유적지,인천광역시,강화군,불은면,덕성리,해안동로466번길
여주산촌관광농원,관광농원/허브마을,경기도,여주시,금사면,상호리,금품1로
까치산체험관광농원,관광농원/허브마을,경기도,용인시 처인구,모현읍,초부리,초부로54번길
토담한옥,팜스테이,경상남도,밀양시,상동면,도곡리,도곡1길
말미장터마을,팜스테이,충청북도,청주시 상당구,가덕면,계산리,계산1길
머체왓숲길방문객지원센터,관광안내소/매표소,제주특별자치도,서귀포시,남원읍,한남리,서성로
울진은어다리,일반관광지,경상북도,울진군,근남면,수산리,
캠핑요리축제,지역축제,경기도,가평군,가평읍,대곡리,
통영국제트리엔날레,지역축제,경상남도,통영시,도남동,,도남로
동의각,비/탑/문/각,경상남도,밀양시,산내면,삼양리,얼음골로
청양알품스공원,일반관광지,충청남도,청양군,대치면,장곡리,
봉학골지방정원,일반관광지,충청북도,음성군,음성읍,용산리,용광로230번길
승산에부자한옥,팜스테이,경상남도,진주시,지수면,승산리,승산길45번길
책가도원,팜스테이,서울특별시,종로구,삼청동,,삼청로
마당한옥,팜스테이,경상북도,경주시,사정동,,사정로18번길
버드앤피쉬체험장,동물원,경상남도,거제시,동부면,산촌리,거제남서로
봉하산촌생태마을,관광농원/허브마을,전라남도,화순군,도암면,봉하리,봉수길
숲속애빛의정원,관광농원/허브마을,충청남도,보령시,신흑동,,통나무마을1길
영덕안동권씨옥천재사,유명사적/유적지,경상북도,영덕군,창수면,갈천리,장육사길
운계서원,서원/향교/서당,경상북도,영덕군,병곡면,거무역리,거무역2길
훈령서원,서원/향교/서당,경상북도,청도군,이서면,신촌리,신촌길
도심등산관광센터,관광안내소/매표소,서울특별시,강북구,우이동,,삼양로173길
한탄강세계지질공원횃불전망대,일반관광지,강원특별자치도,철원군,갈말읍,상사리,
국립무의도자연휴양림,휴양림/수목원,인천광역시,중구,무의동,,하나개로
자굴산자연휴양림,휴양림/수목원,경상남도,의령군,가례면,갑을리,자굴산휴양로
화개정원,휴양림/수목원,인천광역시,강화군,교동면,고구리,교동동로471번길
이수농장,관광농원/허브마을,전라북도,정읍시,이평면,청량리,태평길
고와스테이,팜스테이,경상북도,경주시,사정동,,사정로57번길
거북이한옥,팜스테이,충청남도,보령시,요암동,,절터길
스테이안김,팜스테이,경상북도,경주시,황남동,,첨성로99번길
담서제,팜스테이,서울특별시,은평구,진관동,,연서로50길
주택회사고택사랑,팜스테이,경상북도,청도군,금천면,신지리,명포길
노블리안형산독채한옥풀빌라,팜스테이,경상북도,경주시,강동면,국당리,부조중명길
완산칠봉꽃동산,일반관광지,전라북도,전주시 완산구,동완산동,,
수성당유채꽃,일반관광지,전라북도,부안군,변산면,격포리,적벽강길
월영산출렁다리,일반관광지,충청남도,금산군,제원면,천내리,
순천만달밤야시장,일반관광지,전라남도,순천시,풍덕동,,
금오산전망대,일반관광지,경상남도,하동군,진교면,고룡리,
월류봉둘레길,일반관광지,충청북도,영동군,황간면,원촌리,
장곡사벚꽃길,일반관광지,충청남도,청양군,대치면,장곡리,
몽양당청학동예절학교,일반관광지,경상남도,하동군,청암면,묵계리,청학로
다이아몬드타워,일반관광지,부산광역시,중구,광복동2가,,용두산길
마고,팜스테이,전라남도,해남군,황산면,부곡리,부곡안길
청담,팜스테이,충청남도,공주시,반죽동,,은행나무길
환의당바이버틀러리,팜스테이,서울특별시,종로구,운니동,,삼일대로32길
까치,팜스테이,전라북도,전주시 완산구,교동,,은행로
햇비재바이버틀러리,팜스테이,서울특별시,종로구,운니동,,삼일대로32길
비규헌바이버틀러리,팜스테이,서울특별시,종로구,운니동,,삼일대로32길
생활서가,팜스테이,서울특별시,은평구,진관동,,진관길
남사예담촌한옥체험관,팜스테이,경상남도,산청군,단성면,사월리,지리산대로2919번길
한옥의정석,팜스테이,전라남도,순천시,교량동,,교량2길
포항영일만신항요금소,관광안내소/매표소,경상북도,포항시 북구,흥해읍,용한리,영일만항로
청와대,유명관광지,서울특별시,종로구,세종로,,청와대로
종남산팔각정,일반관광지,경상남도,밀양시,상남면,남산리,
웅포벚꽃터널,일반관광지,전라북도,익산시,웅포면,송천리,
큰고개쉼터,일반관광지,부산광역시,남구,용호동,,
구경정나루,일반관광지,충청남도,부여군,세도면,간대리,
대부해솔길2코스,일반관광지,경기도,안산시 단원구,대부북동,,
대부해솔길4코스,일반관광지,경기도,안산시 단원구,대부남동,,
대부해솔길5코스,일반관광지,경기도,안산시 단원구,대부남동,,
대부해솔길6코스,일반관광지,경기도,안산시 단원구,선감동,,참살이2길
대부해솔길7-1코스,일반관광지,경기도,안산시 단원구,선감동,,대부황금로
대부해솔길7코스,일반관광지,경기도,안산시 단원구,선감동,,
철원한탄강주상절리길순담매표소,관광안내소/매표소,강원특별자치도,철원군,갈말읍,군탄리,순담길
도덕산인공폭포출렁다리,일반관광지,경기도,광명시,하안동,,
소은고택,팜스테이,경상남도,밀양시,부북면,퇴로리,퇴로2길
정든골목집,팜스테이,경상북도,안동시,용상동,,중들3길
소여정,팜스테이,경상북도,경주시,황오동,,원효로
한옥풀빌라가평재,팜스테이,경기도,가평군,상면,원흥리,
한옥스테이조아당,팜스테이,경상북도,경주시,황오동,,원효로213번길
한낮,팜스테이,경상북도,안동시,용상동,,중평2길
교동94,팜스테이,전라북도,전주시 완산구,교동,,은행로
경주한옥독채풀빌라펜션하녹,팜스테이,경상북도,경주시,율동,,내남로
조명연합수군테마역사공원,테마공원/대형놀이공원,전라남도,여수시,묘도동,,
선샤인밀양테마파크,테마공원/대형놀이공원,경상남도,밀양시,단장면,미촌리,
태안해안케이블카(2024년예정),일반관광지,충청남도,태안군,근흥면,신진도리,신진대교길
천마산복합전망대,일반관광지,부산광역시,서구,아미동2가,,옥천로130번길
천마산관광모노레일,일반관광지,부산광역시,서구,아미동2가,,
주전보밑연안해양체험공원,테마공원/대형놀이공원,울산광역시,동구,주전동,,미포산업로
태종대오션플라잉테마파크,일반관광지,부산광역시,영도구,동삼동,,해양힐링로
서어숲마을,팜스테이,전라북도,남원시,운봉읍,행정리,
산정호수명성산케이블카(2024년12월예정),일반관광지,경기도,포천시,영북면,산정리,
서울물재생체험관,일반관광지,서울특별시,강서구,방화동,,양천로
월아산숲속의진주월아산우드랜드,일반관광지,경상남도,진주시,진성면,동산리,달음산로
왕산골관광농원,관광농원/허브마을,경상북도,구미시,고아읍,대망리,원대로18길
산청둔철천문대,유명관광지,경상남도,산청군,신안면,안봉리,
엑스더스카이전망대,일반관광지,부산광역시,해운대구,중동,,달맞이길
서울파크뮤직페스티벌,지역축제,서울특별시,송파구,방이동,,
청춘페스티벌,지역축제,서울특별시,송파구,방이동,,
워터밤인천,지역축제,인천광역시,중구,운서동,,
예술의성,테마공원/대형놀이공원,전라남도,순천시,상사면,용암리,민속마을길
김천시청소년테마파크,테마공원/대형놀이공원,경상북도,김천시,율곡동,,혁신6로
인제햇살산림치유마을,팜스테이,강원특별자치도,인제군,남면,남전리,
순천만숲1,팜스테이,전라남도,순천시,대대동,,순천만길
이화만리캠핑체험마을,팜스테이,경상북도,김천시,농소면,봉곡리,벽봉로
오저여,일반관광지,제주특별자치도,제주시,구좌읍,행원리,
담양메타세쿼이아랜드어린이프로방스,일반관광지,전라남도,담양군,담양읍,학동리,담양88로
우포늪기러기마을,팜스테이,경상남도,창녕군,이방면,안리,소목길
블루베리체험농장,관광농원/허브마을,강원특별자치도,춘천시,신동면,증리,김유정로
용천루출렁다리,일반관광지,경상북도,영주시,평은면,금광리,
하도해녀체험마을,팜스테이,제주특별자치도,제주시,구좌읍,하도리,해맞이해안로
손흥민벽화,유명관광지,강원특별자치도,춘천시,효자동,,춘천로
국립용지봉자연휴양림방문자안내센터,관광안내소/매표소,경상남도,김해시,대청동,,대청계곡길
임실출렁다리,일반관광지,전라북도,임실군,운암면,입석리,
보령원산도자연휴양림(2025년예정),휴양림/수목원,충청남도,보령시,오천면,원산도리,
용화산테마파크캠핑장,테마공원/대형놀이공원,강원특별자치도,춘천시,사북면,고성리,용화산로
참살이체험장,팜스테이,전라남도,영광군,불갑면,금계리,
백수해안도로,일반관광지,전라남도,영광군,백수읍,구수리,
물무산행복숲맨발황톳길,일반관광지,전라남도,영광군,묘량면,덕흥리,
제주양떼목장,팜스테이,제주특별자치도,제주시,애월읍,납읍리,도치돌길
라온다육식물원,식물원,경상남도,고성군,상리면,부포리,부포6길
영천작약꽃축제,지역축제,경상북도,영천시,화남면,삼창리,천문로
고흥작약꽃밭,일반관광지,전라남도,고흥군,영남면,우천리,
비단벌레차매표소,관광안내소/매표소,경상북도,경주시,황남동,,
북벽지구테마파크,테마공원/대형놀이공원,충청북도,단양군,영춘면,상리,
천곡유원지,일반유원지/일반놀이공원,강원특별자치도,동해시,천곡동,,한섬해안길
진주시농업기술센터두메실농업테마파크,테마공원/대형놀이공원,경상남도,진주시,문산읍,두산리,문정로
나서진한옥,팜스테이,전라남도,나주시,대호동,,칠전길
STAY지안,팜스테이,대구광역시,중구,삼덕동3가,,달구벌대로447길
진서재바이버틀러리,팜스테이,서울특별시,종로구,통인동,,필운대로6길
여목,팜스테이,경상북도,경주시,사정동,,금성로182번길
생활과기록,팜스테이,전라북도,전주시 완산구,고사동,,전주객사4길
스테이구도,팜스테이,전라남도,목포시,죽동,,마인계터로11번길
초양수목원,휴양림/수목원,경기도,용인시 처인구,남사읍,봉명리,천덕산로111번길
녹고뫼캠핑장관광농원,관광농원/허브마을,제주특별자치도,제주시,애월읍,유수암리,유수암평화10길
고택사랑,팜스테이,경상북도,청도군,금천면,신지리,명포길
하회별신굿탈놀이,팜스테이,경상북도,안동시,풍천면,하회리,전서로
옥화구곡관광길어진바람길,일반관광지,충청북도,청주시 상당구,미원면,운암리,
옥화구곡관광길꽃바람길,일반관광지,충청북도,청주시 상당구,미원면,옥화리,
옥화구곡관광길신선바람길,일반관광지,충청북도,청주시 상당구,미원면,운암리,남부로
남도꽃정원,일반관광지,경기도,가평군,가평읍,달전리,
108한옥,팜스테이,경상북도,안동시,법상동,,법상윗길
나모온,팜스테이,전라남도,순천시,저전동,,호남길
테테루테마파크,테마공원/대형놀이공원,전라남도,담양군,담양읍,학동리,메타세쿼이아로
교동하녹,팜스테이,전라북도,전주시 완산구,교동,,경기전길
무무헌,팜스테이,서울특별시,은평구,진관동,,진관길
썬밸리,일반유원지/일반놀이공원,경기도,여주시,연양동,,강변유원지길
회현연가치즈스토리레스토랑치즈피자체험관,팜스테이,경상남도,김해시,봉황동,,가야의길
한플라워아울렛,관광농원/허브마을,경기도,용인시 처인구,남사읍,진목리,
더함스테이,팜스테이,강원특별자치도,강릉시,송정동,,팔송길25번길
선와당,팜스테이,충청남도,보령시,주산면,삼곡리,
환기,팜스테이,강원특별자치도,강릉시,교동,,임영로
어여와,팜스테이,전라남도,순천시,저전동,,은하길
스테이초점,팜스테이,전라남도,나주시,금천면,신가리,
피노키오관광농원,관광농원/허브마을,강원특별자치도,원주시,신림면,황둔리,소야1길
청도자연휴양림,휴양림/수목원,경상북도,청도군,각북면,오산리,비슬산길
전주한옥온유,팜스테이,전라북도,전주시 완산구,풍남동3가,,한지길
요선암돌개구멍,천연기념물,강원특별자치도,영월군,무릉도원면,무릉리,
우붓,팜스테이,전라북도,전주시 덕진구,진북동,,팔달로
다원정관광농원,관광농원/허브마을,경상남도,밀양시,산외면,다죽리,율전안길
만수화수해안산책로,일반관광지,인천광역시,동구,만석동,,
하루체험농장,관광농원/허브마을,경상북도,칠곡군,석적읍,포남리,석적로
코난해변,해수욕장,제주특별자치도,제주시,구좌읍,행원리,
채일봉전망대,일반관광지,전라남도,신안군,팔금면,원산리,
임원쉼터,일반관광지,강원특별자치도,삼척시,원덕읍,임원리,
원주어린이119안전체험마을,팜스테이,강원특별자치도,원주시,반곡동,,
영목항전망대,일반관광지,충청남도,태안군,고남면,고남리,안면대로
갯마을드라마촬영지,드라마/영화촬영지,경상북도,포항시 북구,청하면,청진리,해안로
통리협곡,폭포/계곡,강원특별자치도,삼척시,도계읍,심포리,
까치내유원지,일반유원지/일반놀이공원,충청남도,청양군,대치면,작천리,
문경농청정,일반관광지,경상북도,문경시,산양면,존도리,
한반도지형,일반관광지,충청북도,옥천군,동이면,청마리,
연리지관광농원,관광농원/허브마을,충청북도,진천군,초평면,용정리,초평로
우경고택,팜스테이,경상북도,안동시,와룡면,중가구리,가장실길
이화한옥별채,팜스테이,서울특별시,종로구,누하동,,필운대로
챌린지테마파크,테마공원/대형놀이공원,전라북도,부안군,변산면,대항리,변산로
동명동한옥체험시설,팜스테이,광주광역시,동구,동명동,,동명로
스테이다반사,팜스테이,서울특별시,종로구,체부동,,자하문로1다길
로봇랜드,일반유원지/일반놀이공원,경상남도,창원시 마산합포구,구산면,반동리,로봇랜드로
강화바다관광농원,관광농원/허브마을,인천광역시,강화군,화도면,장화리,해안남로
유유한,팜스테이,광주광역시,동구,동명동,,백서로224번길
안성서운산목재문화체험장,일반관광지,경기도,안성시,금광면,상중리,배티로
옥산재,유명사적/유적지,경상남도,고성군,구만면,화림리,화림5길
완도정도리구계등,해수욕장,전라남도,완도군,완도읍,정도리,
홍제천인공폭포,폭포/계곡,서울특별시,서대문구,연희동,,
안골계곡,폭포/계곡,전라남도,영광군,대마면,남산리,
활어회거리,먹거리/패션거리,경상남도,창원시 마산합포구,남성동,,
감문국이야기나라,일반관광지,경상북도,김천시,개령면,동부리,광한1길
문경실내촬영스튜디오,드라마/영화촬영지,경상북도,문경시,신기동,,신기공단1길
오송오디로체험관광농원,관광농원/허브마을,충청북도,청주시 흥덕구,오송읍,오송리,오송5길
달별한옥,팜스테이,전라남도,고흥군,두원면,신송리,동신마전길
달맞이한옥,팜스테이,경상북도,안동시,태화동,,태화7길
레저월드관광농원,관광농원/허브마을,경기도,가평군,상면,행현리,수목원로
안동별장,팜스테이,경상북도,안동시,태화동,,서동문로
박진사고택,팜스테이,경상남도,고성군,개천면,청광리,청광6길
귀분씨네,팜스테이,전라북도,전주시 완산구,풍남동3가,,은행로
화운,팜스테이,서울특별시,종로구,삼청동,,북촌로11다길
소이산모노레일,일반관광지,강원특별자치도,철원군,철원읍,사요리,금강산로
파주철갑상어유원지,일반유원지/일반놀이공원,경기도,파주시,광탄면,기산리,기산로
문동담박,팜스테이,전라남도,나주시,다시면,문동리,문동송촌길
월아산자연휴양림,휴양림/수목원,경상남도,진주시,진성면,동산리,달음산로
홍천찰옥수수축제,지역축제,강원특별자치도,홍천군,홍천읍,신장대리,
영도포장마차거리,먹거리/패션거리,부산광역시,영도구,봉래동1가,,봉래나루로
배달성전삼성궁,유명사적/유적지,경상남도,하동군,청암면,묵계리,삼성궁길
광천선굴어드벤처테마파크,테마공원/대형놀이공원,강원특별자치도,평창군,대화면,대화리,
왕궁포레스트,휴양림/수목원,전라북도,익산시,왕궁면,동용리,호반로
백마강테마파크,테마공원/대형놀이공원,충청남도,부여군,부여읍,군수리,백마강길
무아마운틴파크,테마공원/대형놀이공원,경상북도,청도군,화양읍,삼신리,이슬미로
귤의정원바령,관광농원/허브마을,제주특별자치도,제주시,조천읍,선흘리,선흘남3길
창원북부리동부당목,일반관광지,경상남도,창원시 의창구,대산면,북부리,
문막옥수수축제,지역축제,강원특별자치도,원주시,문막읍,취병리,
양촌성구랜드,관광농원/허브마을,충청남도,논산시,양촌면,양촌리,
남한강출렁다리(2024년10월예정),일반관광지,경기도,여주시,천송동,,
용추폭포유리전망대,일반관광지,충청북도,제천시,모산동,,
계살피계곡,폭포/계곡,경상북도,청도군,운문면,신원리,운문로
운일암반일암구름다리,일반관광지,전라북도,진안군,주천면,대불리,
서우재마을,팜스테이,경상북도,고령군,덕곡면,노리,노리2길
영흥도하늘고래공원전망대,일반관광지,인천광역시,옹진군,영흥면,내리,영흥북로
학바위계곡,폭포/계곡,충청북도,충주시,앙성면,용대리,
측백숲으로,일반관광지,충청북도,제천시,수산면,수산리,
민영환선생동상,비/탑/문/각,서울특별시,서대문구,충정로3가,,
영신군이이묘,왕릉/고분,인천광역시,계양구,작전동,,
양유당,팜스테이,서울특별시,종로구,가회동,,북촌로12길
선물,팜스테이,전라북도,전주시 완산구,풍남동3가,,경기전길
호수유원지,일반유원지/일반놀이공원,경기도,가평군,북면,도대리,가화로
운주계곡,폭포/계곡,전라북도,완주군,운주면,장선리,
공유,팜스테이,전라북도,완주군,경천면,가천리,요동길
지리산조부잣집,팜스테이,경상남도,하동군,악양면,정서리,정동상신길
파티투어,일반유원지/일반놀이공원,서울특별시,용산구,갈월동,,한강대로81길
암퇘지참숯구이,일반유원지/일반놀이공원,경기도,수원시 영통구,하동,,센트럴파크로
대기농촌체험마을글램핑,팜스테이,경상남도,합천군,가회면,중촌리,대기2길
합천휴테마파크,테마공원/대형놀이공원,경상남도,합천군,용주면,가호리,영상로
월영채,팜스테이,경상북도,안동시,용상동,,중들1길
목장053,일반관광지,대구광역시,동구,사복동,,사복로
백운광장스트리트푸드존,먹거리/패션거리,광주광역시,남구,백운동,,
세기알해변,해수욕장,제주특별자치도,제주시,구좌읍,김녕리,
창원괭이바다학살위령탑,비/탑/문/각,경상남도,창원시 마산합포구,가포동,,
서울랜드,일반유원지/일반놀이공원,경기도,과천시,막계동,,광명로
영월당,팜스테이,전라북도,익산시,금마면,동고도리,
하녹운,팜스테이,서울특별시,종로구,운니동,,돈화문로11가길
원동자연휴양림,휴양림/수목원,경상남도,양산시,원동면,내포리,늘밭로
소연정,팜스테이,경상북도,안동시,태화동,,서동문로
백선당,팜스테이,경상북도,안동시,풍천면,가곡리,한옥마을1길
달마루,팜스테이,전라북도,전주시 완산구,풍남동3가,,최명희길
남파랑한옥,팜스테이,전라남도,고흥군,점암면,화계리,화계신전길
익청각,팜스테이,서울특별시,종로구,삼청동,,삼청로9길
비손관광농원,관광농원/허브마을,경기도,연천군,미산면,백석리,청정로
대봉전망대,일반관광지,전라북도,군산시,옥도면,선유도리,
운탄고도1330통합안내센터,관광안내소/매표소,강원특별자치도,영월군,영월읍,방절리,청령포로
경산은호리의스트로마톨라이트화석,천연기념물,경상북도,경산시,하양읍,은호리,
안제이가든,팜스테이,충청남도,서천군,기산면,영모리,건지산길
가나골,폭포/계곡,경상북도,경산시,하양읍,은호리,
마을골,폭포/계곡,경상북도,경산시,하양읍,은호리,
제주어른이집,일반관광지,제주특별자치도,제주시,구좌읍,김녕리,김녕로4길
탐라신들의고향,일반관광지,제주특별자치도,제주시,조천읍,선흘리,선교로
흰여울해안터널,일반관광지,부산광역시,영도구,영선동4가,,
북촌환해장성,성/성터,제주특별자치도,제주시,조천읍,북촌리,
한려수도굴축제,지역축제,경상남도,통영시,용남면,원평리,견내량로
황매산관광농원,관광농원/허브마을,경상남도,합천군,가회면,월계리,산두길
노산팔경캠핑장관광농원,관광농원/허브마을,경기도,양평군,서종면,노문리,노문길
창녕성씨공주이헌공파종회재실난곡재,유명사적/유적지,충청남도,공주시,계룡면,내흥리,
나리소전망대,일반관광지,강원특별자치도,정선군,신동읍,고성리,
반산저수지수변공원조성사업,일반관광지,충청남도,부여군,규암면,합송리,
장안치유의숲,휴양림/수목원,부산광역시,기장군,장안읍,명례리,
흘림골탐방로,일반관광지,강원특별자치도,양양군,서면,오색리,
칠불암한옥,팜스테이,경상북도,경주시,남산동,,칠불암길
영진한옥애,팜스테이,강원특별자치도,강릉시,연곡면,영진리,홍질목길
화양,팜스테이,전라남도,담양군,창평면,장화리,화양길
남사예담촌이씨고가,팜스테이,경상남도,산청군,단성면,남사리,지리산대로
중정한옥숙박체험,팜스테이,전라남도,나주시,산정동,,금성관길
단풍나무,팜스테이,전라남도,나주시,다시면,신광리,신광로
돈키쥬쥬,동물원,제주특별자치도,제주시,연동,,은수길
몬스터리움,아쿠아리움/대형수족관,경기도,김포시,대곶면,대명리,대명항1로
갤럭시유원지,일반유원지/일반놀이공원,경기도,가평군,북면,도대리,오목골길
울산롯데그랜드휠,테마공원/대형놀이공원,울산광역시,남구,삼산동,,삼산로
소이산전망대,일반관광지,강원특별자치도,철원군,철원읍,사요리,
어북실코스모스단지,일반관광지,경상북도,고령군,대가야읍,장기리,회천로
보은남산충혼탑,비/탑/문/각,충청북도,보은군,보은읍,죽전리,죽전6길
연천호로고루,일반관광지,경기도,연천군,장남면,원당리,
난정해바라기정원,일반관광지,인천광역시,강화군,교동면,난정리,
천사대교전망대,일반관광지,전라남도,신안군,압해읍,송공리,
맥문동숲길,일반관광지,광주광역시,북구,문흥동,,
이만기생가,고택/생가/민속마을,경상남도,의령군,대의면,신전리,모의로6길
아석정사,일반관광지,경상북도,경주시,강동면,양동리,양동마을안길
상무룡출렁다리,일반관광지,강원특별자치도,양구군,양구읍,월명리,
구이저수지둘레길1구간,일반관광지,전라북도,완주군,구이면,원기리,
구이저수지둘레길2구간,일반관광지,전라북도,완주군,구이면,원기리,
스테이소호헌,팜스테이,경상북도,안동시,일직면,망호리,소호헌길
포천포레스트벨리,팜스테이,경기도,포천시,영중면,성동리,
삽시도어촌체험마을,팜스테이,충청남도,보령시,오천면,삽시도리,삽시도1길
STAYHALLA,팜스테이,전라북도,전주시 완산구,태평동,,대동로
별하루바이버틀러리,팜스테이,서울특별시,종로구,원서동,,창덕궁4길
운정루,팜스테이,전라남도,목포시,산정동,,둥근섬로5번길
온유헌바이버틀러리,팜스테이,서울특별시,종로구,계동,,계동길
풍기인삼엑스포,지역축제,경상북도,영주시,봉현면,오현리,
감악산황노화웰니스체험장,일반관광지,경상남도,거창군,남상면,무촌리,연수사길
원암온천지구,온천지역,강원특별자치도,고성군,토성면,원암리,미시령로
경천대국민관광지무우정,유명사적/유적지,경상북도,상주시,사벌국면,삼덕리,
디피랑매표소,관광안내소/매표소,경상남도,통영시,동호동,,남망공원길
버드몽테마파크,동물원,경기도,포천시,소흘읍,무림리,광릉수목원로
영어마을세탁소,영어마을,제주특별자치도,서귀포시,대정읍,보성리,글로벌에듀로
칠갑산관광농원,관광농원/허브마을,충청남도,청양군,화성면,구재리,구숫골길
스테이서문,팜스테이,전라남도,나주시,교동,,교동2길
중정별채,팜스테이,전라남도,나주시,노안면,금안리,금안한옥길
순천만국가정원스카이큐브매표소,관광안내소/매표소,전라남도,순천시,오천동,,국가정원1호길
순천만국가정원관람차매표소,관광안내소/매표소,전라남도,순천시,풍덕동,,국가정원1호길
푸른산수목원,휴양림/수목원,경기도,포천시,영북면,산정리,산정호수로
한국물가수목원,휴양림/수목원,충청북도,청주시 청원구,오창읍,가좌리,오창가좌3길
늘임당,팜스테이,강원특별자치도,강릉시,임당동,,강릉대로202번길
낙동강달성습지,일반관광지,대구광역시,달성군,다사읍,죽곡리,강정본길
반야월연꽃단지,일반관광지,대구광역시,동구,대림동,,대림로2길
마산국화축제,지역축제,경상남도,창원시 마산합포구,월포동,,해안대로
벽초지수목원가을꽃축제,지역축제,경기도,파주시,광탄면,창만리,
아름재바이버틀러리,팜스테이,서울특별시,종로구,화동,,북촌로5나길
한옥마을숙박가인당안채,팜스테이,전라북도,전주시 완산구,교동,,경기전길
다온스테이,팜스테이,경기도,용인시 수지구,고기동,,호수로52번길
한옥스테이심자한,팜스테이,전라남도,구례군,마산면,냉천리,화엄사로
스테이달로,팜스테이,서울특별시,종로구,계동,,계동길
새하마노,팜스테이,전라북도,전주시 완산구,풍남동3가,,태조로
덕우리마을길,일반관광지,강원특별자치도,정선군,정선읍,덕우리,
